"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.887518458E0,-3.020718384E0,-8.607251129E0,3.337908783E0,9.713451837E0
2.897443458E0,-2.715353394E0,-8.505762177E0,4.547393646E0,1.001997621E1
2.907368458E0,-2.960693207E0,-8.569679260E0,4.630620575E0,1.018075409E1
2.917293458E0,-3.703598328E0,-8.600365448E0,2.928659821E0,9.811216783E0
2.927218458E0,-4.242926788E0,-8.650660858E0,1.036744080E0,9.690779086E0
2.937143833E0,-4.595443726E0,-8.862021332E0,3.020718384E-1,9.987230473E0
2.947067833E0,-4.819827118E0,-8.945098572E0,8.300239563E-1,1.019482524E1
2.956992833E0,-4.293820953E0,-8.632249146E0,1.358425140E0,9.736423499E0
2.966917833E0,-3.675007782E0,-5.842650146E0,1.914967804E0,7.163054141E0
2.976842833E0,-6.020779724E0,-2.533780975E0,-1.997745667E0,6.830872731E0
2.986767833E0,-3.525169373E0,-2.998714142E0,1.171463928E0,4.774037426E0
2.996692833E0,-3.146157532E0,-3.609444122E0,2.901865540E0,5.598858607E0
3.006617833E0,-4.352498932E0,-4.731510773E0,2.979254608E0,7.085717971E0
3.016542833E0,-4.895569611E0,-5.302573242E0,3.250789948E0,7.915271321E0
3.026467833E0,-5.271887054E0,-5.289250946E0,2.434237976E0,7.854583580E0
3.036392833E0,-5.434598694E0,-5.938301239E0,2.195484467E0,8.343766332E0
3.046316833E0,-4.838388519E0,-5.671705627E0,2.119891663E0,7.750625062E0
3.056241833E0,-3.648662567E0,-4.960983582E0,2.006128235E0,6.476777526E0
3.066166833E0,-3.755390625E0,-4.893174591E0,1.760788422E0,6.414553156E0
3.076091833E0,-4.373305664E0,-5.837261353E0,2.113455048E0,7.593820828E0
3.086016833E0,-4.406985626E0,-6.822811890E0,2.347867584E0,8.454866444E0
3.095941833E0,-4.648583221E0,-6.985074463E0,5.336402893E-1,8.407458782E0
3.105866833E0,-4.147724762E0,-8.256081390E0,4.825964355E-1,9.251994377E0
3.115791833E0,-3.520079956E0,-8.009843445E0,2.298470306E0,9.046077639E0
3.125716833E0,-4.727169800E0,-9.391170959E0,-1.455722809E0,1.061411114E1
