,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Activity
378,0.957358596,9.2865448,2.959921598,-0.3876372576,9.754553441,1
379,0.959773596,9.068798065,3.00538516,-0.5216353536,9.568047959,1
380,0.962188544,8.879764557,3.022135019,-0.6484549642,9.402340799,1
381,0.964603544,8.743373871,3.002992392,-0.7944171429,9.278774086,1
382,0.967018544,8.642875671,2.981456995,-0.9810572863,9.195154109,1
383,0.969433544,8.554341316,2.959921598,-1.194018483,9.130365347,1
384,0.971848492,8.46102047,2.938386202,-1.404586911,9.066192434,1
385,0.974263492,8.355736732,2.912065268,-1.574477315,8.987627011,1
386,0.976678492,8.250452042,2.871387243,-1.703689694,8.900414719,1
387,0.97909344,8.164310455,2.835494757,-1.789831281,8.826068872,1
388,0.98150844,8.073383331,2.81395936,-1.823330879,8.741991832,1
389,0.98392344,7.989634991,2.792423964,-1.811366796,8.655226661,1
390,0.986338388,7.92742157,2.756531715,-1.770688772,8.57775137,1
391,0.988753388,7.872386456,2.720639229,-1.720439434,8.505072496,1
392,0.991168388,7.822137356,2.66799736,-1.660618901,8.429810073,1
393,0.993583336,7.7838521,2.574677229,-1.574477315,8.348430701,1
394,0.995998336,7.776673794,2.411965132,-1.469193101,8.273618281,1
